Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000122378,PRXL2A,Gene Expression,0.11492226190634904,0.0,0.0,2725,1.0406341142970452,783
ENSG00000088888,MAVS,Gene Expression,0.11492081497703681,0.0,0.0,7398,3.316872259037592,1101
ENSG00000166337,TAF10,Gene Expression,0.11491794882821098,0.0,0.0,7064,3.2568032807735667,1106
ENSG00000134440,NARS,Gene Expression,0.11488032613000415,0.0,0.0,2639,1.1692450629142785,767
ENSG00000164091,WDR82,Gene Expression,0.11482265617185364,0.0,0.0,3058,2.098187570697896,797
ENSG00000105197,TIMM50,Gene Expression,0.11474042821058346,0.0,0.0,4747,1.9948488925800767,957
ENSG00000121236,TRIM6,Gene Expression,0.11473569082620134,0.0,0.0,2001,0.749801689613452,682
ENSG00000110104,CCDC86,Gene Expression,0.11469733179395031,0.0,0.0,2936,1.1515176646665486,787
ENSG00000130723,PRRC2B,Gene Expression,0.11465536114043297,0.0,0.0,5018,2.3023494025336615,1024
ENSG00000099284,H2AFY2,Gene Expression,0.11464084874898758,0.0,0.0,3181,1.2847254381708981,818
ENSG00000113448,PDE4D,Gene Expression,0.11459560358705866,0.0,0.0,4753,2.365909690204142,1029
ENSG00000104960,PTOV1,Gene Expression,0.11455456447382505,0.0,0.0,8900,4.520092628674979,1139
ENSG00000115539,PDCL3,Gene Expression,0.11454647906127957,0.0,0.0,3064,1.1915965953794811,819
ENSG00000108528,SLC25A11,Gene Expression,0.11453934979032214,0.0,0.0,7950,3.5269027373560693,1120
ENSG00000205220,PSMB10,Gene Expression,0.11451932353502975,0.0,0.0,3496,1.6045625726603783,925
ENSG00000078399,HOXA9,Gene Expression,0.1145100746051528,0.0,0.0,66,0.03448465470394222,52
ENSG00000198355,PIM3,Gene Expression,0.11445955314362156,0.0,0.0,19576,10.259418668665074,1325
ENSG00000137491,SLCO2B1,Gene Expression,0.1143961371645418,0.0,0.0,1793,0.8999139580606776,607
ENSG00000204386,NEU1,Gene Expression,0.11439294403539974,0.0,0.0,3267,1.5766853067899669,871
ENSG00000198363,ASPH,Gene Expression,0.11438257521542884,0.0,0.0,198371,86.16723552931408,1481
ENSG00000158604,TMED4,Gene Expression,0.1143797956437876,0.0,0.0,8721,3.974697185824126,1148
ENSG00000138594,TMOD3,Gene Expression,0.1143566325225323,0.0,0.0,2931,1.2660915510011488,785
ENSG00000178057,NDUFAF3,Gene Expression,0.11416875374691283,0.0,0.0,4783,1.9369779427330291,969
ENSG00000128534,LSM8,Gene Expression,0.114166510632378,0.0,0.0,2260,0.9561003777143519,694
ENSG00000143179,UCK2,Gene Expression,0.11415002669716653,0.0,0.0,1940,0.6995301117452262,656
ENSG00000063046,EIF4B,Gene Expression,0.1141368380283893,0.0,0.0,3389,1.4468080157547232,839
ENSG00000104626,ERI1,Gene Expression,0.11408997853022775,0.0,0.0,3087,1.2301475251713394,804
ENSG00000105447,GRWD1,Gene Expression,0.11404390338744735,0.0,0.0,3069,1.1946081310661447,817
ENSG00000143774,GUK1,Gene Expression,0.11404316072678447,0.0,0.0,4100,1.757008504080701,954
ENSG00000136052,SLC41A2,Gene Expression,0.1139736829680471,0.0,0.0,1501,0.5770255479577096,576
ENSG00000115446,UNC50,Gene Expression,0.11397192223493877,0.0,0.0,2746,1.1202157347181458,820
ENSG00000104805,NUCB1,Gene Expression,0.11393471744679701,0.0,0.0,13154,6.472280910986661,1228
ENSG00000137831,UACA,Gene Expression,0.11393433052962496,0.0,0.0,1765,0.684380167242538,633
ENSG00000159069,FBXW5,Gene Expression,0.1139151595639831,0.0,0.0,13327,6.4702785494964505,1244
ENSG00000189067,LITAF,Gene Expression,0.11390110001739932,0.0,0.0,7541,4.228784709921151,1143
ENSG00000125611,CHCHD5,Gene Expression,0.11385771992631412,0.0,0.0,2549,0.9856990801884711,761
ENSG00000146830,GIGYF1,Gene Expression,0.1138422225933898,0.0,0.0,7548,3.6753465132425287,1155
ENSG00000011422,PLAUR,Gene Expression,0.11376065852511277,0.0,0.0,10971,5.91265667952915,1232
ENSG00000162591,MEGF6,Gene Expression,0.11370836744295196,0.0,0.0,1898,1.082987152774055,653
ENSG00000164144,ARFIP1,Gene Expression,0.11366658272987937,0.0,0.0,2675,1.096486871675614,783
ENSG00000184232,OAF,Gene Expression,0.11364968805047448,0.0,0.0,1183,0.8068041803561902,505
ENSG00000188186,LAMTOR4,Gene Expression,0.11362473313960426,0.0,0.0,5530,2.5430045580753102,1048
ENSG00000197520,FAM177B,Gene Expression,0.11361688113748385,0.0,0.0,2860,1.3326498847313555,786
ENSG00000158050,DUSP2,Gene Expression,0.11357167907837892,0.0,0.0,1091,1.0819854838577723,501
ENSG00000007038,PRSS21,Gene Expression,0.11356775581752748,0.0,0.0,5875,2.681453978836222,1064
ENSG00000117298,ECE1,Gene Expression,0.11355906065156963,0.0,0.0,1797,0.6998937137371609,650
ENSG00000072778,ACADVL,Gene Expression,0.11352736761959903,0.0,0.0,12021,5.920902873502224,1250
ENSG00000102575,ACP5,Gene Expression,0.11350381687544665,0.0,0.0,1696,0.9130621938139818,638
ENSG00000105618,PRPF31,Gene Expression,0.11349369177887514,0.0,0.0,10790,4.834574129023516,1200
ENSG00000183978,COA3,Gene Expression,0.11344102623062792,0.0,0.0,2870,1.131553134905884,813
ENSG00000221978,CCNL2,Gene Expression,0.11342382126092672,0.0,0.0,18135,9.6167018224166,1307
ENSG00000123989,CHPF,Gene Expression,0.11334709951796175,0.0,0.0,4058,1.7940093710695788,949
ENSG00000147010,SH3KBP1,Gene Expression,0.11333908296588881,0.0,0.0,2844,1.2154327497719852,800
ENSG00000182831,C16orf72,Gene Expression,0.1133295948495339,0.0,0.0,3373,1.488087537534188,882
ENSG00000197892,KIF13B,Gene Expression,0.11331500908707151,0.0,0.0,2662,1.1860021718609688,811
ENSG00000144579,CTDSP1,Gene Expression,0.11330825210678637,0.0,0.0,9623,4.441961338131005,1182
ENSG00000176853,FAM91A1,Gene Expression,0.11327860330603447,0.0,0.0,3665,1.739579038755743,889
ENSG00000130204,TOMM40,Gene Expression,0.11326573958249933,0.0,0.0,3904,1.7708805887076957,927
ENSG00000054654,SYNE2,Gene Expression,0.11321859054482918,0.0,0.0,4747,2.158852180597337,992
ENSG00000132589,FLOT2,Gene Expression,0.11315510747262882,0.0,0.0,4367,1.851263849826244,963
ENSG00000114942,EEF1B2,Gene Expression,0.11310906722608176,0.0,0.0,3706,2.261929003478657,896
ENSG00000127663,KDM4B,Gene Expression,0.11304315831643769,0.0,0.0,4483,2.2430574586540137,989
ENSG00000181029,TRAPPC5,Gene Expression,0.11298842437832644,0.0,0.0,2499,0.9431815744041498,748
ENSG00000105011,ASF1B,Gene Expression,0.11296890306314213,0.0,0.0,2419,1.0592182883980201,722
ENSG00000025770,NCAPH2,Gene Expression,0.11293955453879401,0.0,0.0,8032,3.819669638745446,1151
ENSG00000127914,AKAP9,Gene Expression,0.11292158333623566,0.0,0.0,2621,1.1357981987039896,797
ENSG00000104613,INTS10,Gene Expression,0.11290033805914879,0.0,0.0,2016,0.7491697403844388,676
ENSG00000005206,SPPL2B,Gene Expression,0.11281366146343877,0.0,0.0,7059,3.7389643981526297,1121
ENSG00000122515,ZMIZ2,Gene Expression,0.11280293493558383,0.0,0.0,9357,4.989697529249431,1192
ENSG00000175348,TMEM9B,Gene Expression,0.11271807719046104,0.0,0.0,890,0.32553211783710323,414
ENSG00000197265,GTF2E2,Gene Expression,0.11265849078374411,0.0,0.0,1949,0.7029467211039788,674
ENSG00000082074,FYB1,Gene Expression,0.11262824620757773,0.0,0.0,1716,0.79035701903907,635
ENSG00000017260,ATP2C1,Gene Expression,0.11257302105315337,0.0,0.0,4221,1.7989042253303553,931
ENSG00000088002,SULT2B1,Gene Expression,0.11255511418589426,0.0,0.0,3607,1.4963148978338607,882
ENSG00000148396,SEC16A,Gene Expression,0.1125405368638962,0.0,0.0,3273,1.4108813377498781,900
ENSG00000161405,IKZF3,Gene Expression,0.11253165524532846,0.0,0.0,1416,0.7797352873315018,543
ENSG00000116005,PCYOX1,Gene Expression,0.11247227943525304,0.0,0.0,1678,0.5932857147679319,603
ENSG00000124107,SLPI,Gene Expression,0.11242302899512738,0.0,0.0,2285,0.9856088922262134,717
ENSG00000126522,ASL,Gene Expression,0.11241899566139767,0.0,0.0,11675,5.528030560098381,1220
ENSG00000163938,GNL3,Gene Expression,0.11239478809297278,0.0,0.0,3065,1.248411183423542,826
ENSG00000100461,RBM23,Gene Expression,0.11237724143954,0.0,0.0,3116,1.3296833949168572,864
ENSG00000172663,TMEM134,Gene Expression,0.11236972013420485,0.0,0.0,6632,2.9952413635399515,1094
ENSG00000127526,SLC35E1,Gene Expression,0.11236203130559407,0.0,0.0,3301,1.47652017177418,822
ENSG00000151176,PLBD2,Gene Expression,0.11235860985028825,0.0,0.0,4460,1.8944399044375648,968
ENSG00000206538,VGLL3,Gene Expression,0.11235148401338359,0.0,0.0,5405,2.959311550976278,1030
ENSG00000122359,ANXA11,Gene Expression,0.11233178546789453,0.0,0.0,13157,5.835323357107315,1237
ENSG00000152767,FARP1,Gene Expression,0.11231772583249255,0.0,0.0,5027,2.395563431258851,1028
ENSG00000065911,MTHFD2,Gene Expression,0.11230326874613915,0.0,0.0,2259,0.9082853317723321,728
ENSG00000169679,BUB1,Gene Expression,0.11227908099982645,0.0,0.0,1829,0.7198562008307103,626
ENSG00000162433,AK4,Gene Expression,0.11224461902870367,0.0,0.0,949,0.34858979003516677,421
ENSG00000198792,TMEM184B,Gene Expression,0.11223727790704309,0.0,0.0,4405,1.9971971393764347,1004
ENSG00000092108,SCFD1,Gene Expression,0.11217427257119776,0.0,0.0,1625,0.6534611115165774,592
ENSG00000170525,PFKFB3,Gene Expression,0.11211157204738492,0.0,0.0,9456,5.07082499834623,1204
ENSG00000091527,CDV3,Gene Expression,0.11209993277623688,0.0,0.0,1555,0.5595103895175191,589
ENSG00000182179,UBA7,Gene Expression,0.11203488699090434,0.0,0.0,1716,0.8719630325041601,617
ENSG00000204681,GABBR1,Gene Expression,0.1120341027145443,0.0,0.0,1187,0.5743585796403439,557
ENSG00000132635,PCED1A,Gene Expression,0.11200543085476233,0.0,0.0,10242,5.463679921221456,1227
ENSG00000175203,DCTN2,Gene Expression,0.11198175406654372,0.0,0.0,8039,3.450761258029554,1092
ENSG00000196352,CD55,Gene Expression,0.11191300183573255,0.0,0.0,3508,1.5159644871306026,868
ENSG00000196504,PRPF40A,Gene Expression,0.11191280108081732,0.0,0.0,1844,0.7344476191788724,641
ENSG00000174059,CD34,Gene Expression,0.11188596854843016,0.0,0.0,292,0.1680544802054379,172
ENSG00000121022,COPS5,Gene Expression,0.11185149079437019,0.0,0.0,2204,0.8362557582447515,680
ENSG00000077942,FBLN1,Gene Expression,0.11178884492959973,0.0,0.0,1179,0.4523341124248109,475
ENSG00000175264,CHST1,Gene Expression,0.11178884341584515,0.0,0.0,485,0.3329648596071731,267
ENSG00000115204,MPV17,Gene Expression,0.11177849966188093,0.0,0.0,4762,2.103055736142554,977
ENSG00000151914,DST,Gene Expression,0.11177847719078583,0.0,0.0,3267,1.6252298134496013,861
ENSG00000107798,LIPA,Gene Expression,0.11177706006192162,0.0,0.0,912,0.4550847294498405,422
ENSG00000214736,TOMM6,Gene Expression,0.11177559846007126,0.0,0.0,1922,0.7354766382622002,673
ENSG00000013374,NUB1,Gene Expression,0.1117562004966882,0.0,0.0,4864,2.0920772610580736,991
ENSG00000166886,NAB2,Gene Expression,0.11168501561015211,0.0,0.0,4828,2.4108075762408174,1009
ENSG00000125810,CD93,Gene Expression,0.11168446405103762,0.0,0.0,916,0.509644348627677,405
ENSG00000099250,NRP1,Gene Expression,0.11166548079266979,0.0,0.0,4593,2.1367357730367824,949
ENSG00000117472,TSPAN1,Gene Expression,0.11166309035521463,0.0,0.0,5319,2.245206430958805,987
ENSG00000196411,EPHB4,Gene Expression,0.11165348013901333,0.0,0.0,4734,2.184492894681196,990
ENSG00000148358,GPR107,Gene Expression,0.11161079328792255,0.0,0.0,2831,1.3620450692849204,793
ENSG00000129038,LOXL1,Gene Expression,0.11158667719372323,0.0,0.0,719,0.23451110310493128,342
ENSG00000169245,CXCL10,Gene Expression,0.11156031823034901,0.0,0.0,530,0.22855348607091808,255
ENSG00000173376,NDNF,Gene Expression,0.11153657575937866,0.0,0.0,1236,0.447545583329055,518
ENSG00000135074,ADAM19,Gene Expression,0.11153499818113857,0.0,0.0,1229,1.2363090395244416,516
ENSG00000198742,SMURF1,Gene Expression,0.11146775773021654,0.0,0.0,6953,3.3343508963800144,1100
ENSG00000121716,PILRB,Gene Expression,0.11145834981985142,0.0,0.0,14735,7.655663684015849,1284
ENSG00000100242,SUN2,Gene Expression,0.11143885521052033,0.0,0.0,4940,2.33995250827494,1027
ENSG00000112096,SOD2,Gene Expression,0.1114099843060147,0.0,0.0,57209,31.877167120399637,1451
ENSG00000137269,LRRC1,Gene Expression,0.11138560523169631,0.0,0.0,2141,0.8972280309454599,708
ENSG00000186660,ZFP91,Gene Expression,0.11135765011713061,0.0,0.0,3570,3.0363187577701702,870
ENSG00000090273,NUDC,Gene Expression,0.11132804890870854,0.0,0.0,5074,2.232711682113369,1006
ENSG00000148450,MSRB2,Gene Expression,0.11131921918562715,0.0,0.0,4639,2.0304037773824968,989
ENSG00000100647,SUSD6,Gene Expression,0.11124748335825085,0.0,0.0,4010,1.9010420169698299,949
ENSG00000196405,EVL,Gene Expression,0.1112443181965302,0.0,0.0,11288,5.468602011849756,1208
ENSG00000131504,DIAPH1,Gene Expression,0.11111788265114214,0.0,0.0,3994,1.8387664658694458,921
ENSG00000164574,GALNT10,Gene Expression,0.11111693207807616,0.0,0.0,4241,1.953617714458104,970
ENSG00000173110,HSPA6,Gene Expression,0.11110297097417018,0.0,0.0,1515,0.8536134332963965,582
ENSG00000183576,SETD3,Gene Expression,0.11107645258005583,0.0,0.0,2706,1.0363601050565232,756
ENSG00000134247,PTGFRN,Gene Expression,0.11098324265158964,0.0,0.0,3357,1.4274464528259267,856
ENSG00000120594,PLXDC2,Gene Expression,0.11097594422797241,0.0,0.0,1956,0.9868729852168495,662
ENSG00000139722,VPS37B,Gene Expression,0.11095330755845832,0.0,0.0,6397,2.935011261497614,1098
ENSG00000167491,GATAD2A,Gene Expression,0.11094609665278582,0.0,0.0,6006,2.8437680460713555,1061
ENSG00000067182,TNFRSF1A,Gene Expression,0.1108510464164517,0.0,0.0,20733,10.43933057758036,1300
ENSG00000197780,TAF13,Gene Expression,0.11084959302687879,0.0,0.0,1647,0.6053632225132043,602
ENSG00000174669,SLC29A2,Gene Expression,0.11084265535182491,0.0,0.0,2731,1.1175991529782603,785
ENSG00000089685,BIRC5,Gene Expression,0.11078725966265618,0.0,0.0,2317,0.9093700939532631,740
ENSG00000138085,ATRAID,Gene Expression,0.11076968527196288,0.0,0.0,2508,0.9436736050069646,702
ENSG00000078808,SDF4,Gene Expression,0.1107563624674876,0.0,0.0,8302,3.9220365225933267,1156
ENSG00000109610,SOD3,Gene Expression,0.11075512510229456,0.0,0.0,716,0.3319301225307904,341
ENSG00000172578,KLHL6,Gene Expression,0.11070387959054925,0.0,0.0,707,0.35912908571983637,345
ENSG00000242114,MTFP1,Gene Expression,0.11069248000577764,0.0,0.0,2257,0.8794875593807473,735
ENSG00000146834,MEPCE,Gene Expression,0.11064638051904467,0.0,0.0,4005,1.739550308903874,909
ENSG00000119411,BSPRY,Gene Expression,0.11054607818942264,0.0,0.0,3142,1.347181653650274,834
ENSG00000163131,CTSS,Gene Expression,0.11039287537263374,0.0,0.0,1206,0.6177302545853769,472
ENSG00000119714,GPR68,Gene Expression,0.11038328325998492,0.0,0.0,899,0.3812591796979288,408
ENSG00000184432,COPB2,Gene Expression,0.1103813564047446,0.0,0.0,5526,2.384342790633092,1012
ENSG00000136463,TACO1,Gene Expression,0.11037006141068789,0.0,0.0,2754,1.0234881237384166,791
ENSG00000172053,QARS,Gene Expression,0.11036619043785438,0.0,0.0,3752,1.9917745563207983,926
ENSG00000163634,THOC7,Gene Expression,0.11030547839109894,0.0,0.0,893,0.2909783467792108,422
ENSG00000136770,DNAJC1,Gene Expression,0.11028713990882376,0.0,0.0,3523,2.0137576403905917,861
ENSG00000103091,WDR59,Gene Expression,0.1102369156738493,0.0,0.0,5030,2.3008125452521875,1008
ENSG00000172932,ANKRD13D,Gene Expression,0.11021759722761393,0.0,0.0,4972,2.492311709324477,1045
ENSG00000115053,NCL,Gene Expression,0.1101708545708822,0.0,0.0,5534,2.302761379050552,986
ENSG00000185551,NR2F2,Gene Expression,0.11015249048515179,0.0,0.0,2246,0.9624465073942757,726
ENSG00000148773,MKI67,Gene Expression,0.11014554025392181,0.0,0.0,1744,0.6486374134038058,584
ENSG00000080603,SRCAP,Gene Expression,0.11010802239756376,0.0,0.0,6997,3.2650990224986627,1115
ENSG00000108523,RNF167,Gene Expression,0.11010082140819127,0.0,0.0,2363,0.939444413454352,762
ENSG00000249915,PDCD6,Gene Expression,0.11007359422231329,0.0,0.0,3094,1.2103537070235677,838
ENSG00000115944,COX7A2L,Gene Expression,0.10998686939373875,0.0,0.0,2062,0.8212014136872712,676
ENSG00000103342,GSPT1,Gene Expression,0.10986044690493754,0.0,0.0,1185,0.461634101281641,492
ENSG00000167005,NUDT21,Gene Expression,0.10985624502287197,0.0,0.0,3243,1.4322669242077106,838
ENSG00000144366,GULP1,Gene Expression,0.10985280690954485,0.0,0.0,2441,1.158441853085232,768
ENSG00000140511,HAPLN3,Gene Expression,0.10980219015398376,0.0,0.0,1700,0.8361035588690523,602
ENSG00000100997,ABHD12,Gene Expression,0.1097925376010735,0.0,0.0,2552,1.0308585281463154,777
ENSG00000240583,AQP1,Gene Expression,0.1097808629319496,0.0,0.0,1037,0.5277728784882676,458
ENSG00000157593,SLC35B2,Gene Expression,0.10971233387108942,0.0,0.0,3000,1.183683069385464,802
ENSG00000120549,KIAA1217,Gene Expression,0.10970832457961831,0.0,0.0,4441,1.8995592561767403,975
ENSG00000165716,DIPK1B,Gene Expression,0.10967869206148603,0.0,0.0,2162,0.9225700621473486,739
ENSG00000103111,MON1B,Gene Expression,0.10967590001573932,0.0,0.0,6266,2.9020986955778447,1075
ENSG00000130414,NDUFA10,Gene Expression,0.10963022661022999,0.0,0.0,4147,1.6934338628997867,944
ENSG00000095739,BAMBI,Gene Expression,0.10960601346816097,0.0,0.0,834,0.3990914878819851,371
ENSG00000110042,DTX4,Gene Expression,0.10959820379060538,0.0,0.0,4597,2.011325754752083,960
ENSG00000107862,GBF1,Gene Expression,0.10953580167361958,0.0,0.0,3267,1.3438770707231527,874
ENSG00000074356,NCBP3,Gene Expression,0.10953453839254863,0.0,0.0,9624,4.5044895546041115,1201
ENSG00000146733,PSPH,Gene Expression,0.10947120711141883,0.0,0.0,1427,0.5289138417627076,558
ENSG00000149476,TKFC,Gene Expression,0.10944125216008349,0.0,0.0,6822,3.170116117647428,1082
ENSG00000086289,EPDR1,Gene Expression,0.1094386055481995,0.0,0.0,875,0.3140522828796337,413
ENSG00000135100,HNF1A,Gene Expression,0.10925196662852424,0.0,0.0,2602,1.040123600409854,789
ENSG00000196821,ILRUN,Gene Expression,0.10923646937330707,0.0,0.0,5559,2.369182998612593,1023
ENSG00000078804,TP53INP2,Gene Expression,0.10920369676019555,0.0,0.0,6521,3.100633229576491,1092
ENSG00000004468,CD38,Gene Expression,0.10918235932788276,0.0,0.0,1731,0.8873496836559299,617
ENSG00000158856,DMTN,Gene Expression,0.10917474079667111,0.0,0.0,2117,0.874820195072675,712
ENSG00000084754,HADHA,Gene Expression,0.10904816116503961,0.0,0.0,1799,0.7780389541947091,640
ENSG00000114378,HYAL1,Gene Expression,0.10903725176948484,0.0,0.0,2346,1.080412317594057,763
ENSG00000072682,P4HA2,Gene Expression,0.10901612125922926,0.0,0.0,3158,1.2846464127386001,839
ENSG00000130332,LSM7,Gene Expression,0.10898054486008789,0.0,0.0,4405,1.8901204375163654,973
ENSG00000132329,RAMP1,Gene Expression,0.10893860890591642,0.0,0.0,2633,1.1203399809383552,774
ENSG00000203485,INF2,Gene Expression,0.10890224592809876,0.0,0.0,21884,10.530330075201233,1330
ENSG00000152795,HNRNPDL,Gene Expression,0.10889109046065833,0.0,0.0,12190,5.850055372876137,1230
ENSG00000048828,FAM120A,Gene Expression,0.10887536948484633,0.0,0.0,5340,2.316211481302887,1023
ENSG00000130164,LDLR,Gene Expression,0.10886045720776817,0.0,0.0,3761,1.5582977559516822,915
ENSG00000140968,IRF8,Gene Expression,0.10878025805467094,0.0,0.0,1997,1.1190761281095867,697
ENSG00000162408,NOL9,Gene Expression,0.10877832256693401,0.0,0.0,1380,0.5035408610297301,558
ENSG00000100422,CERK,Gene Expression,0.1087579515416909,0.0,0.0,4378,1.9703644585847322,965
ENSG00000170412,GPRC5C,Gene Expression,0.10875287117198919,0.0,0.0,1442,0.5517393656355077,584
ENSG00000138119,MYOF,Gene Expression,0.10873575862362621,0.0,0.0,10026,4.5172777132082,1190
ENSG00000184990,SIVA1,Gene Expression,0.10871856301721454,0.0,0.0,5316,2.3510308909565274,1018
ENSG00000148935,GAS2,Gene Expression,0.10871608261759491,0.0,0.0,2180,0.9218014979818859,731
ENSG00000103888,CEMIP,Gene Expression,0.10866429767145666,0.0,0.0,2085,0.9367324536135061,689
ENSG00000213024,NUP62,Gene Expression,0.10865304565096039,0.0,0.0,6914,2.976541169112102,1071
ENSG00000111846,GCNT2,Gene Expression,0.1086458427390144,0.0,0.0,2736,1.0647044403597499,772
ENSG00000086544,ITPKC,Gene Expression,0.10862529572731777,0.0,0.0,11651,5.991804494451534,1242
ENSG00000144746,ARL6IP5,Gene Expression,0.10862225779143085,0.0,0.0,2136,0.8461268603614108,725
ENSG00000143546,S100A8,Gene Expression,0.10860942873855679,0.0,0.0,1461,1.0228465064710617,553
ENSG00000117318,ID3,Gene Expression,0.10852554444199357,0.0,0.0,21861,11.094478380010008,1321
ENSG00000089159,PXN,Gene Expression,0.10852136980177973,0.0,0.0,9417,4.529777750442637,1194
ENSG00000120805,ARL1,Gene Expression,0.10851631848620272,0.0,0.0,2048,0.8311270810701649,670
ENSG00000072818,ACAP1,Gene Expression,0.10849172349987332,0.0,0.0,1949,1.3189894767649704,709
ENSG00000142949,PTPRF,Gene Expression,0.10848858345627634,0.0,0.0,10966,5.164230448949086,1205
ENSG00000124299,PEPD,Gene Expression,0.10837187918686958,0.0,0.0,2383,0.9495417011425511,727
ENSG00000108671,PSMD11,Gene Expression,0.10836941276095576,0.0,0.0,2216,0.8392250902625233,702
ENSG00000198231,DDX42,Gene Expression,0.10832323421411436,0.0,0.0,3504,1.4948388372471795,914
ENSG00000087269,NOP14,Gene Expression,0.10822644725289512,0.0,0.0,4789,2.222134961209134,995
ENSG00000137504,CREBZF,Gene Expression,0.10820795459180062,0.0,0.0,14262,7.3331946939735655,1274
ENSG00000106948,AKNA,Gene Expression,0.10817506651036644,0.0,0.0,2156,1.3992768247601428,762
ENSG00000163902,RPN1,Gene Expression,0.10817254160411631,0.0,0.0,2663,1.010729063168072,755
ENSG00000140961,OSGIN1,Gene Expression,0.10816286178695614,0.0,0.0,7580,3.5387975347538503,1115
ENSG00000159461,AMFR,Gene Expression,0.10813506095436443,0.0,0.0,4799,2.153151300182481,981
ENSG00000115756,HPCAL1,Gene Expression,0.10811650607017688,0.0,0.0,4753,2.154310910610454,959
ENSG00000136231,IGF2BP3,Gene Expression,0.10806921868547995,0.0,0.0,2397,0.8814378272032213,725
ENSG00000184216,IRAK1,Gene Expression,0.10804077072562435,0.0,0.0,6058,2.822074344352619,1080
ENSG00000115234,SNX17,Gene Expression,0.10800517618097072,0.0,0.0,5455,2.453883694506394,1030
ENSG00000151465,CDC123,Gene Expression,0.10797535040134534,0.0,0.0,1328,0.47463403207178,530
ENSG00000136205,TNS3,Gene Expression,0.10796671474183603,0.0,0.0,8208,3.8220235390483825,1132
ENSG00000111875,ASF1A,Gene Expression,0.10794030051256628,0.0,0.0,1769,0.696654690421901,637
ENSG00000167721,TSR1,Gene Expression,0.10793450255495594,0.0,0.0,4938,2.1960525883255393,998
ENSG00000135272,MDFIC,Gene Expression,0.10790695072803883,0.0,0.0,2873,1.2691205860891424,840
ENSG00000197406,DIO3,Gene Expression,0.10786113621113892,0.0,0.0,950,0.4141863857266029,424
ENSG00000116871,MAP7D1,Gene Expression,0.10785015607646059,0.0,0.0,5451,2.603363783269691,1041
ENSG00000198840,MT-ND3,Gene Expression,0.10778879321042682,0.0,0.0,4157,2.8605842549158247,1013
ENSG00000101019,UQCC1,Gene Expression,0.1077878885079333,0.0,0.0,3131,1.3423648338572263,833
ENSG00000144224,UBXN4,Gene Expression,0.10778779790296558,0.0,0.0,5176,2.65645120668014,1016
ENSG00000142552,RCN3,Gene Expression,0.10774771975208604,0.0,0.0,2986,1.5423834541383483,836
ENSG00000146070,PLA2G7,Gene Expression,0.10772720748405903,0.0,0.0,316,0.14496378986167022,170
ENSG00000126461,SCAF1,Gene Expression,0.10770137928085641,0.0,0.0,9034,4.356323006155676,1181
ENSG00000163993,S100P,Gene Expression,0.10768700412457317,0.0,0.0,207476,88.69147316548545,1475
ENSG00000124733,MEA1,Gene Expression,0.10768512235931656,0.0,0.0,2708,1.0203275369318014,760
ENSG00000155115,GTF3C6,Gene Expression,0.10766652059876783,0.0,0.0,1737,0.6589968396551309,630
ENSG00000105997,HOXA3,Gene Expression,0.10759556624544621,0.0,0.0,2686,1.101548541064656,788
ENSG00000167601,AXL,Gene Expression,0.10758248108928073,0.0,0.0,973,0.39646246120834844,444
ENSG00000162836,ACP6,Gene Expression,0.10754842145492859,0.0,0.0,3479,1.4789275824413883,892
ENSG00000149923,PPP4C,Gene Expression,0.10751065941720589,0.0,0.0,9938,4.4216919083910025,1170
ENSG00000105287,PRKD2,Gene Expression,0.1074604482868777,0.0,0.0,6212,3.048042966435988,1091
ENSG00000175602,CCDC85B,Gene Expression,0.10741888308631103,0.0,0.0,5061,2.513328593978754,1027
ENSG00000179262,RAD23A,Gene Expression,0.10728384425890537,0.0,0.0,4967,2.2737992586836318,1005
ENSG00000257923,CUX1,Gene Expression,0.10723541466677078,0.0,0.0,5757,2.4032030954155528,1022
ENSG00000196367,TRRAP,Gene Expression,0.10717698105637674,0.0,0.0,4092,1.6991335662641618,931
ENSG00000111011,RSRC2,Gene Expression,0.10716508085087485,0.0,0.0,6676,3.9192498487364325,1077
ENSG00000168259,DNAJC7,Gene Expression,0.10712707919204387,0.0,0.0,3398,1.4754838065386982,897
ENSG00000108039,XPNPEP1,Gene Expression,0.1071184105208016,0.0,0.0,3058,1.2741701670297232,842
ENSG00000167508,MVD,Gene Expression,0.10707645744445128,0.0,0.0,2881,1.2530706256519677,813
ENSG00000101290,CDS2,Gene Expression,0.10707341302781416,0.0,0.0,3540,1.4411523367833525,863
ENSG00000179526,SHARPIN,Gene Expression,0.10703855730598374,0.0,0.0,9323,5.028252663921797,1172
ENSG00000146670,CDCA5,Gene Expression,0.10703762253876878,0.0,0.0,1414,0.5690059371154691,568
ENSG00000105778,AVL9,Gene Expression,0.10702587928907845,0.0,0.0,2728,1.0172409352175917,775
ENSG00000153147,SMARCA5,Gene Expression,0.10701105073593448,0.0,0.0,2754,1.091982182133631,784
ENSG00000101158,NELFCD,Gene Expression,0.10700532101860533,0.0,0.0,4919,2.078874776701518,1001
ENSG00000135446,CDK4,Gene Expression,0.10696466580446445,0.0,0.0,2950,1.1903130464925438,819
ENSG00000114790,ARHGEF26,Gene Expression,0.10689382077656512,0.0,0.0,3462,1.538690540598124,893
